gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	EBV+_CD4mem	EBV+_CD4naive	EBV+_CD8mem	EBV+_CD8naive	EBV+_Other	EBV+_Tumor	EBV-_CD4mem	EBV-_CD4naive	EBV-_CD8mem	EBV-_CD8naive	EBV-_Other	EBV-_Tumor
UCN	P55089	False	UCN1_HUMAN		CPI-SS0A748917D	UCN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UCN2	Q96RP3	False	UCN2_HUMAN		CPI-SS058394CAD	UCN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CSF2	P04141	False	CSF2_HUMAN		CPI-SC0DAAF158F	CSF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
DHH	O43323	False	DHH_HUMAN		CPI-SC006556DF8	DHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0037338E6	IHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
DHH	O43323	False	DHH_HUMAN		CPI-SC0ABE55781	DHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC036B73615	IHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
DHH	O43323	False	DHH_HUMAN		CPI-SC03021510C	DHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0C3E862AA	IHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
DHH	O43323	False	DHH_HUMAN		CPI-SS07C846DEE	DHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IHH	Q14623	False	IHH_HUMAN		CPI-SS055233B99	IHH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EDN1	P05305	False	EDN1_HUMAN		CPI-SS0D8632EB4	EDN1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	EDN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EDN1	P05305	False	EDN1_HUMAN		CPI-SS09B92F236	EDN1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EDN2	P20800	False	EDN2_HUMAN		CPI-SS0CA5B3B8E	EDN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0222DF7B4	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05BB5902B	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS04E33D0FB	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0CBCBBA83	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0475BE8ED	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09587DA63	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0087A3F67	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0EF309375	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0D1D8FF06	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0C70ADA28	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS03446CB39	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS084B1ED25	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	EFNA1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	EFNA2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0C8ED6F41	EFNA3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0AA68C8E5	EFNA4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0F6A01237	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS068ACD209	EFNA5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS06E797E50	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0ECC9DF3E	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0ECCB4382	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS03C7D1520	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0CE96B837	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0C2003B74	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS01BBAD475	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS09D9D6811	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0F6AA700E	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	EFNB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS05ABE6795	EFNB2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A39F4895	EFNB3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BTC	P35070	False	BTC_HUMAN		CPI-SS0CC966B71	BTC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EGF	P01133	False	EGF_HUMAN		CPI-SS09947DDD9	EGF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS060790CF0	EPGN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	EREG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TGFA	P01135	False	TGFA_HUMAN		CPI-SS07E5C3060	TGFA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BTC	P35070	False	BTC_HUMAN		CPI-SS05A6C9EC5	BTC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02B906C26	NRG1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	NRG2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	FCER2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0755A26DD	FGF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	FGF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF4	P08620	False	FGF4_HUMAN		CPI-SS0FFB9E01B	FGF4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS01333FFA6	FGF5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF6	P10767	False	FGF6_HUMAN		CPI-SS014E486AB	FGF6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS05632AB58	NCAM1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	FGF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	FGF17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	FGF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS0CFABB69A	FGF8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS0D9366D11	FGF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	FGF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS001D9549D	SDC2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SC0F6764DA8	FGF23	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FGL1	Q08830	False	FGL1_HUMAN		CPI-SS0B7D22073	FGL1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C21302BC	NCAM1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0813792B7	FLRT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	FLRT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NRXN1	Q9ULB1	False	NRX1A_HUMAN		CPI-SS019D9440E	NRXN1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	NRXN2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	NRXN3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	TENM2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	TENM3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	TENM4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0430C8A78	FLRT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	FLRT2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	FLRT3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	TENM1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	TENM2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	TENM3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	TENM4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UNC5A	Q6ZN44	False	UNC5A_HUMAN		CPI-SS0F6BE4D47	UNC5A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS08BFFB96E	FLRT3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS021718DBF	TENM2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS075F456AF	TENM3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0FD44484F	TENM4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0BE567EFB	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SC0BEEB7AB4	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SS04BCE85CA	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SC01BE13839	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SPX	Q9BT56	False	SPXN_HUMAN		CPI-SC03034B5D1	SPX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SS0442ADAA5	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAL	P22466	False	GALA_HUMAN		CPI-SC0B72F5448	GAL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SPX	Q9BT56	False	SPXN_HUMAN		CPI-SC07FCF82A7	SPX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	LGALS3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0F7FF099C	GAS6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GIP	P09681	False	GIP_HUMAN		CPI-SS00C33AA55	GIP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GRP	P07492	False	GRP_HUMAN		CPI-SS07AF9303D	GRP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NMB	P08949	False	NMB_HUMAN		CPI-SS0B9B66F8E	NMB	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GRP	P07492	False	GRP_HUMAN		CPI-SS0E0E14A93	GRP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
NMB	P08949	False	NMB_HUMAN		CPI-SS0EAF7B072	NMB	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0BDA0E5E0	GAS6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TULP1	O00294	False	TULP1_HUMAN		CPI-SS0E9F23560	TULP1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF1	P27539	False	GDF1_HUMAN		CPI-SC007562F49	GDF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF10	P55107	False	GDF10_HUMAN		CPI-SC0A86600AA	GDF10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC0002A7A8F	GDF11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF3	Q9NR23	False	GDF3_HUMAN		CPI-SC01987CF29	GDF3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC0CC98A4B4	MSTN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
INHA	P05111	False	INHA_HUMAN		CPI-SC0FDDA8A63	INHA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC00C9C81E3	GDF11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
INHA	P05111	False	INHA_HUMAN		CPI-SC0B3D321CC	INHA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	GDF11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	MSTN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	GDF11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC08968AFE6	MSTN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	GDF9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS074050495	GHRH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS0C9DBD840	GHRL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS0DE3B267F	GHRL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS02AEB612C	GHRL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	HLA-A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	HLA-F	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	HLA-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	HLA-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
